Data,Centro de Custo,Empresa,Credor,Plano Financeiro,Valor
20/01/2026,2000,Young Incorporações e Construções Ltda,Ministério da Fazenda,Encargos Sociais FGTS,5803.12
20/01/2026,2000,Young Incorporações e Construções Ltda,Ministério da Fazenda,Encargos Sociais FGTS,1377.95
20/01/2026,2000,Young Incorporações e Construções Ltda,Receita Federal,Encargos Sociais INSS,29565.04
20/01/2026,2000,Young Incorporações e Construções Ltda,Companhia Estadual de Distribuição de Energia Eletrica,Luz,245.96
20/01/2026,2000,Young Incorporações e Construções Ltda,Companhia Estadual de Distribuição de Energia Eletrica,Luz,45.99
20/01/2026,2000,Young Incorporações e Construções Ltda,Receita Federal,Recolhimento de PIS COFINS e CSLL,6.87
20/01/2026,2000,Young Incorporações e Construções Ltda,Receita Federal,Recolhimento de PIS COFINS e CSLL,1.49
20/01/2026,2000,Young Incorporações e Construções Ltda,Receita Federal,Recolhimento de PIS COFINS e CSLL,2.29
20/01/2026,2000,Young Incorporações e Construções Ltda,Jonathan Diniz Palmeira,Suprimentos,30.00
22/01/2026,2000,Young Incorporações e Construções Ltda,Companhia Riograndense de Saneamento,Água,269.99
22/01/2026,2000,Young Incorporações e Construções Ltda,Companhia Riograndense de Saneamento,Água,58.31
22/01/2026,2000,Young Incorporações e Construções Ltda,Jéssica da Silveira Marquevikis,Árvores plantas e mudas,125.00
22/01/2026,2002,Young Incorporações e Construções Ltda,Ministério da Fazenda,Taxas Municipais Estaduais e Federais,123.65
22/01/2026,2000,Young Incorporações e Construções Ltda,Uber do Brasil Tecnologia Ltda,Despesas com Viagens,10.94
22/01/2026,2000,Young Incorporações e Construções Ltda,Uber do Brasil Tecnologia Ltda,Despesas com Viagens,9.94
23/01/2026,2000,Young Incorporações e Construções Ltda,TRIANGULLO GRAFICA E EDITORA LTDA,Materiais de Escritório,1080.00
23/01/2026,2000,Young Incorporações e Construções Ltda,ANGELA MARIA M DA COSTA LTDA,Uniformes e vestuário,554.00
23/01/2026,2000,Young Incorporações e Construções Ltda,Receita Federal,PIS (sobre faturamento/receita),41.22
23/01/2026,2000,Young Incorporações e Construções Ltda,Receita Federal,COFINS (sobre faturamento/receita),253.70
23/01/2026,2000,Young Incorporações e Construções Ltda,Companhia Riograndense de Saneamento,Água,279.83
23/01/2026,2000,Young Incorporações e Construções Ltda,EICHENBERG E LOBATO ADVOGADOS ASSOCIADOS,Honorários advocatícios e custas judiciais,1220.05
26/01/2026,2000,Young Incorporações e Construções Ltda,M S Passos,Manutenções,140.00
26/01/2026,2000,Young Incorporações e Construções Ltda,SOFTPLAN MULTISAAS S/A,Sistemas e Ferramentas de Gestão,218.39
26/01/2026,2000,Young Incorporações e Construções Ltda,Telefonica Brasil S.A.,Telefone,1036.76
27/01/2026,2000,Young Incorporações e Construções Ltda,Uber do Brasil Tecnologia Ltda,Despesas com Viagens,20.00
27/01/2026,2000,Young Incorporações e Construções Ltda,123 VIAGENS E TURISMO LTDA,Despesas com Viagens,983.16
28/01/2026,2000,Young Incorporações e Construções Ltda,MRF ENGENHARIA LTDA,Salários e Ordenados,1500.00
30/01/2026,2000,Young Incorporações e Construções Ltda,M S Passos,Manutenções,889.00
30/01/2026,2000,Young Incorporações e Construções Ltda,VANT PARK ESTACIONAMENTOS LTDA,Estacionamento,330.00
30/01/2026,2000,Young Incorporações e Construções Ltda,A. SCHUVARZ CAIRUGA,Manutenções,500.00
30/01/2026,2000,Young Incorporações e Construções Ltda,Evandro Lopes Chaves - Tabelião,Cartórios e Registros,19.44
30/01/2026,2000,Young Incorporações e Construções Ltda,ABASTECEDORA FARROUPILHA LTDA,Combustíveis e Lubrificantes - Administrativo,40.00
30/01/2026,2000,Young Incorporações e Construções Ltda,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO S.A,Vale Alimentação,3950.00
30/01/2026,2000,Young Incorporações e Construções Ltda,Procor Processamento Contabil Ltda,Contabilidade,2722.50
30/01/2026,2000,Young Incorporações e Construções Ltda,Posto Marco Zero Eireli,Combustíveis e Lubrificantes - Administrativo,591.11
30/01/2026,2000,Young Incorporações e Construções Ltda,SOFTPLAN MULTISAAS S/A,Sistemas e Ferramentas de Gestão,276.00
30/01/2026,2000,Young Incorporações e Construções Ltda,SOFTPLAN MULTISAAS S/A,Sistemas e Ferramentas de Gestão,1798.00
30/01/2026,2000,Young Incorporações e Construções Ltda,CRISTIAN SAN MARTIN DOS SANTOS,Manutenções,820.00
31/01/2026,2000,Young Incorporações e Construções Ltda,ALELO S.A,Despesas com Alimentação,1854.32
